RegionCODE,GovCODE,Governorate,TypeOfShelter,TypeOfAccess,Condition,Crowded,HouseholdSize,Household
2,1702,Balqa,Prefab,Free,Adequate/standard,No,4,1
2,1702,Balqa,Prefab,Free,Adequate/standard,No,6,1
2,1702,Balqa,Prefab,Rent/Lease,Adequate/standard,No,4,1
2,1702,Balqa,Prefab,Rent/Lease,Adequate/standard,No,8,1
2,1702,Balqa,Tent,N/A,Emergency,No,2,1
2,1702,Balqa,Tent,N/A,Inadequate/sub-standard,No,1,1
2,1702,Balqa,Tent,Free,Emergency,No,1,2
2,1702,Balqa,Tent,Free,Emergency,No,2,3
2,1702,Balqa,Tent,Free,Emergency,No,3,5
2,1702,Balqa,Tent,Free,Emergency,No,5,1
2,1702,Balqa,Tent,Free,Emergency,No,6,1
2,1702,Balqa,Tent,Free,Emergency,No,7,1
2,1702,Balqa,Tent,Free,Emergency,Yes,1,1
2,1702,Balqa,Tent,Free,Emergency,Yes,2,1
2,1702,Balqa,Tent,Free,Emergency,Yes,3,2
2,1702,Balqa,Tent,Free,Emergency,Yes,4,1
2,1702,Balqa,Tent,Free,Emergency,Yes,5,2
2,1702,Balqa,Tent,Free,Emergency,Yes,6,1
2,1702,Balqa,Tent,Free,Emergency,Yes,7,2
2,1702,Balqa,Tent,Free,Emergency,Yes,8,3
2,1702,Balqa,Tent,Free,Emergency,Yes,9,1
2,1702,Balqa,Tent,Free,Emergency,Yes,13,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,1,5
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,2,3
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,3,4
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,4,6
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,5,2
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,6,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,7,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,No,8,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,1,4
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,2,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,3,2
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,4,2
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,5,4
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,6,3
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,7,2
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,8,5
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,9,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,10,2
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,11,1
2,1702,Balqa,Tent,Free,Inadequate/sub-standard,Yes,12,1
2,1702,Balqa,Tent,Other,Inadequate/sub-standard,Yes,1,1
2,1702,Balqa,Tent,Rent/Lease,N/A,Yes,1,1
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,1,7
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,2,2
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,3,2
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,4,3
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,5,1
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,7,1
2,1702,Balqa,Tent,Rent/Lease,Emergency,No,8,1
2,1702,Balqa,Tent,Rent/Lease,Emergency,Yes,1,2
2,1702,Balqa,Tent,Rent/Lease,Emergency,Yes,4,2
2,1702,Balqa,Tent,Rent/Lease,Emergency,Yes,5,1
2,1702,Balqa,Tent,Rent/Lease,Emergency,Yes,6,1
2,1702,Balqa,Tent,Rent/Lease,Emergency,Yes,8,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,1,5
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,2,2
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,3,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,4,3
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,5,3
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,6,3
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,No,9,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,1,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,2,2
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,3,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,4,3
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,5,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,6,1
2,1702,Balqa,Tent,Rent/Lease,Inadequate/sub-standard,Yes,7,1
1,1707,Irbid,Basement,N/A,N/A,No,1,153
1,1707,Irbid,Basement,N/A,N/A,No,2,59
1,1707,Irbid,Basement,N/A,N/A,No,3,59
1,1707,Irbid,Basement,N/A,N/A,No,4,71
1,1707,Irbid,Basement,N/A,N/A,No,5,63
1,1707,Irbid,Basement,N/A,N/A,No,6,43
1,1707,Irbid,Basement,N/A,N/A,No,7,26
1,1707,Irbid,Basement,N/A,N/A,No,8,17
1,1707,Irbid,Basement,N/A,N/A,No,9,8
1,1707,Irbid,Basement,N/A,N/A,No,10,2
1,1707,Irbid,Basement,N/A,N/A,Yes,1,2
1,1707,Irbid,Basement,N/A,N/A,Yes,2,1
1,1707,Irbid,Basement,N/A,N/A,Yes,3,1
1,1707,Irbid,Basement,N/A,N/A,Yes,5,2
1,1707,Irbid,Basement,N/A,N/A,Yes,6,2
1,1707,Irbid,Basement,N/A,N/A,Yes,7,1
1,1707,Irbid,Basement,N/A,N/A,Yes,9,1
1,1707,Irbid,Basement,N/A,Adequate/standard,No,1,1
1,1707,Irbid,Basement,Free,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Basement,Free,Inadequate/sub-standard,No,2,1
1,1707,Irbid,Basement,Free,Inadequate/sub-standard,No,3,2
1,1707,Irbid,Basement,Free,Inadequate/sub-standard,Yes,2,1
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,1,3
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,2,1
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,3,3
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,4,4
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,5,3
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,6,2
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,7,1
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,No,8,1
1,1707,Irbid,Basement,Rent/Lease,Adequate/standard,Yes,2,1
1,1707,Irbid,Basement,Rent/Lease,Emergency,Yes,1,1
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,1,18
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,2,5
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,3,12
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,4,10
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,5,9
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,6,16
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,7,6
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,8,3
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,No,9,2
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,1,3
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,2,1
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,3,1
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,4,1
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,5,5
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,6,3
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,7,2
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,9,1
1,1707,Irbid,Basement,Rent/Lease,Inadequate/sub-standard,Yes,12,1
1,1707,Irbid,Communal Centre,Free,Inadequate/sub-standard,No,5,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,No,1,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,No,4,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,No,5,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,No,6,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,No,7,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,Yes,2,1
1,1707,Irbid,Communal Centre,Rent/Lease,Adequate/standard,Yes,3,1
1,1707,Irbid,Communal Centre,Rent/Lease,Emergency,Yes,5,1
1,1707,Irbid,Communal Centre,Rent/Lease,Inadequate/sub-standard,No,1,2
1,1707,Irbid,Communal Centre,Rent/Lease,Inadequate/sub-standard,No,4,3
1,1707,Irbid,Communal Centre,Rent/Lease,Inadequate/sub-standard,No,5,2
1,1707,Irbid,Communal Centre,Rent/Lease,Inadequate/sub-standard,No,8,2
1,1707,Irbid,Communal Centre,Rent/Lease,Inadequate/sub-standard,No,9,1
1,1707,Irbid,Communal Centre,Rent/Lease,Inadequate/sub-standard,Yes,2,1
1,1707,Irbid,Flat/Apartment,N/A,N/A,No,4,1
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,No,1,4
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,No,2,2
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,No,3,1
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,No,4,1
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,No,5,1
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,Yes,4,1
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,Yes,5,1
1,1707,Irbid,Flat/Apartment,N/A,Adequate/standard,Yes,7,1
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,No,1,2
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,No,4,1
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,No,5,1
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,No,6,2
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,No,7,1
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,Yes,1,1
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,Yes,5,2
1,1707,Irbid,Flat/Apartment,N/A,Inadequate/sub-standard,Yes,6,1
1,1707,Irbid,Flat/Apartment,Free,Above standard,No,1,5
1,1707,Irbid,Flat/Apartment,Free,Above standard,No,4,1
1,1707,Irbid,Flat/Apartment,Free,Above standard,Yes,1,1
1,1707,Irbid,Flat/Apartment,Free,Above standard,Yes,4,2
1,1707,Irbid,Flat/Apartment,Free,Above standard,Yes,7,1
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,1,131
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,2,32
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,3,24
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,4,19
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,5,20
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,6,11
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,7,5
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,8,3
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,No,9,3
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,1,14
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,2,4
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,3,5
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,4,4
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,5,4
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,6,4
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,7,4
1,1707,Irbid,Flat/Apartment,Free,Adequate/standard,Yes,8,1
1,1707,Irbid,Flat/Apartment,Free,Emergency,No,1,1
1,1707,Irbid,Flat/Apartment,Free,Emergency,No,5,1
1,1707,Irbid,Flat/Apartment,Free,Emergency,Yes,8,1
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,1,170
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,2,30
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,3,34
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,4,29
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,5,18
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,6,16
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,7,7
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,8,1
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,No,10,1
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,1,33
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,2,12
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,3,8
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,4,11
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,5,7
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,6,7
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,7,5
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,8,1
1,1707,Irbid,Flat/Apartment,Free,Inadequate/sub-standard,Yes,11,1
1,1707,Irbid,Flat/Apartment,Other,Adequate/standard,No,1,1
1,1707,Irbid,Flat/Apartment,Other,Adequate/standard,No,9,1
1,1707,Irbid,Flat/Apartment,Other,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Flat/Apartment,Other,Inadequate/sub-standard,No,3,2
1,1707,Irbid,Flat/Apartment,Other,Inadequate/sub-standard,No,5,1
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,1,2
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,3,1
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,4,1
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,5,2
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,6,2
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,7,2
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,No,8,1
1,1707,Irbid,Flat/Apartment,Owned,Adequate/standard,Yes,2,1
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,No,1,5
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,No,4,2
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,No,5,1
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,No,6,1
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,No,7,1
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,Yes,6,1
1,1707,Irbid,Flat/Apartment,Owned,Inadequate/sub-standard,Yes,7,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,1,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,2,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,3,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,4,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,5,6
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,6,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,7,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,No,9,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,Yes,4,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,N/A,Yes,6,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,1,15
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,2,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,3,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,4,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,5,7
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,6,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,No,7,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,Yes,1,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Above standard,Yes,4,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,1,938
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,2,476
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,3,557
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,4,680
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,5,609
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,6,495
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,7,271
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,8,120
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,9,47
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,10,15
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,11,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,12,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,No,13,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,1,78
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,2,40
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,3,39
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,4,64
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,5,57
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,6,42
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,7,29
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,8,22
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,9,8
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,10,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,11,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,12,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,14,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,1,4
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,2,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,3,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,4,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,6,3
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,7,6
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,No,8,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,Yes,1,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,Yes,4,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,Yes,5,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,Yes,6,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,Yes,7,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Emergency,Yes,8,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,1,1050
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,2,581
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,3,699
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,4,815
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,5,740
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,6,649
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,7,399
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,8,200
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,9,73
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,10,20
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,11,5
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,12,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,13,1
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,1,159
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,2,90
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,3,86
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,4,122
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,5,136
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,6,129
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,7,85
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,8,53
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,9,26
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,10,7
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,11,2
1,1707,Irbid,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,12,3
1,1707,Irbid,House,Free,Adequate/standard,No,1,1
1,1707,Irbid,House,Rent/Lease,Above standard,No,6,1
1,1707,Irbid,House,Rent/Lease,Adequate/standard,No,1,2
1,1707,Irbid,House,Rent/Lease,Adequate/standard,No,3,1
1,1707,Irbid,House,Rent/Lease,Adequate/standard,No,4,4
1,1707,Irbid,House,Rent/Lease,Adequate/standard,No,5,1
1,1707,Irbid,House,Rent/Lease,Adequate/standard,No,8,1
1,1707,Irbid,House,Rent/Lease,Adequate/standard,Yes,2,1
1,1707,Irbid,House,Rent/Lease,Adequate/standard,Yes,3,1
1,1707,Irbid,House,Rent/Lease,Inadequate/sub-standard,No,5,1
1,1707,Irbid,House,Rent/Lease,Inadequate/sub-standard,No,6,1
1,1707,Irbid,House,Rent/Lease,Inadequate/sub-standard,No,7,2
1,1707,Irbid,House,Rent/Lease,Inadequate/sub-standard,Yes,1,1
1,1707,Irbid,House,Rent/Lease,Inadequate/sub-standard,Yes,6,1
1,1707,Irbid,Improvised/Self-Made,Rent/Lease,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Improvised/Self-Made,Rent/Lease,Inadequate/sub-standard,No,3,1
1,1707,Irbid,Improvised/Self-Made,Rent/Lease,Inadequate/sub-standard,Yes,6,1
1,1707,Irbid,Mud-House,Free,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Mud-House,Free,Inadequate/sub-standard,Yes,1,4
1,1707,Irbid,Mud-House,Free,Inadequate/sub-standard,Yes,3,1
1,1707,Irbid,Mud-House,Rent/Lease,Adequate/standard,No,1,1
1,1707,Irbid,Mud-House,Rent/Lease,Adequate/standard,No,7,1
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,No,4,2
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,No,5,1
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,No,6,2
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,No,7,2
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,4,1
1,1707,Irbid,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,5,1
1,1707,Irbid,Other,Free,Adequate/standard,Yes,1,1
1,1707,Irbid,Other,Free,Adequate/standard,Yes,4,2
1,1707,Irbid,Other,Free,Adequate/standard,Yes,7,1
1,1707,Irbid,Other,Free,Emergency,No,2,1
1,1707,Irbid,Other,Free,Emergency,Yes,1,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,1,7
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,2,2
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,3,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,5,2
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,6,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,7,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,No,8,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,Yes,1,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,Yes,3,1
1,1707,Irbid,Other,Free,Inadequate/sub-standard,Yes,6,2
1,1707,Irbid,Other,Free,Inadequate/sub-standard,Yes,7,3
1,1707,Irbid,Other,Free,Inadequate/sub-standard,Yes,8,2
1,1707,Irbid,Other,Owned,Emergency,No,1,1
1,1707,Irbid,Other,Rent/Lease,Adequate/standard,No,1,3
1,1707,Irbid,Other,Rent/Lease,Adequate/standard,No,2,1
1,1707,Irbid,Other,Rent/Lease,Adequate/standard,No,6,1
1,1707,Irbid,Other,Rent/Lease,Adequate/standard,Yes,1,1
1,1707,Irbid,Other,Rent/Lease,Emergency,No,1,3
1,1707,Irbid,Other,Rent/Lease,Emergency,Yes,1,1
1,1707,Irbid,Other,Rent/Lease,Emergency,Yes,5,3
1,1707,Irbid,Other,Rent/Lease,Emergency,Yes,6,1
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,1,15
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,2,6
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,3,8
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,4,10
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,5,5
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,6,5
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,No,7,4
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,1,4
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,2,1
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,3,1
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,4,1
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,5,10
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,6,8
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,7,3
