RegionCODE,GovCODE,Governorate,TypeOfShelter,TypeOfAccess,Condition,Crowded,HouseholdSize,Household
1,1707,Irbid,Other,Rent/Lease,Inadequate/sub-standard,Yes,8,3
1,1707,Irbid,Prefab,Free,Adequate/standard,No,1,4
1,1707,Irbid,Prefab,Free,Adequate/standard,No,2,5
1,1707,Irbid,Prefab,Free,Adequate/standard,No,4,1
1,1707,Irbid,Prefab,Free,Adequate/standard,No,5,4
1,1707,Irbid,Prefab,Free,Adequate/standard,Yes,1,1
1,1707,Irbid,Prefab,Free,Adequate/standard,Yes,3,1
1,1707,Irbid,Prefab,Free,Adequate/standard,Yes,4,1
1,1707,Irbid,Prefab,Free,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Prefab,Rent/Lease,Above standard,No,1,2
1,1707,Irbid,Prefab,Rent/Lease,Above standard,No,2,1
1,1707,Irbid,Prefab,Rent/Lease,Above standard,No,4,1
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,1,24
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,2,18
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,3,15
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,4,13
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,5,14
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,6,5
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,7,5
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,8,3
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,9,3
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,No,10,1
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,Yes,1,1
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,Yes,2,1
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,Yes,3,4
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,Yes,4,1
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,Yes,6,1
1,1707,Irbid,Prefab,Rent/Lease,Adequate/standard,Yes,7,1
1,1707,Irbid,Prefab,Rent/Lease,Emergency,No,5,1
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,1,6
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,2,6
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,3,4
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,4,5
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,5,5
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,6,5
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,7,2
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,No,8,4
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,Yes,2,2
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,Yes,4,1
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,Yes,5,1
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,Yes,6,1
1,1707,Irbid,Prefab,Rent/Lease,Inadequate/sub-standard,Yes,7,1
1,1707,Irbid,Tent,Free,Emergency,No,1,2
1,1707,Irbid,Tent,Free,Emergency,No,2,3
1,1707,Irbid,Tent,Free,Emergency,No,4,2
1,1707,Irbid,Tent,Free,Emergency,No,6,1
1,1707,Irbid,Tent,Free,Emergency,Yes,1,1
1,1707,Irbid,Tent,Free,Emergency,Yes,2,1
1,1707,Irbid,Tent,Free,Emergency,Yes,3,1
1,1707,Irbid,Tent,Free,Emergency,Yes,5,2
1,1707,Irbid,Tent,Free,Emergency,Yes,6,2
1,1707,Irbid,Tent,Free,Emergency,Yes,8,1
1,1707,Irbid,Tent,Free,Emergency,Yes,9,1
1,1707,Irbid,Tent,Free,Emergency,Yes,10,2
1,1707,Irbid,Tent,Free,Emergency,Yes,12,1
1,1707,Irbid,Tent,Free,Emergency,Yes,13,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,No,1,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,No,2,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,No,3,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,No,4,2
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,No,5,3
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,Yes,4,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,Yes,7,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,Yes,8,1
1,1707,Irbid,Tent,Free,Inadequate/sub-standard,Yes,9,1
1,1707,Irbid,Tent,Owned,Inadequate/sub-standard,No,5,1
1,1707,Irbid,Tent,Owned,Inadequate/sub-standard,Yes,5,1
1,1707,Irbid,Tent,Rent/Lease,Adequate/standard,No,1,1
1,1707,Irbid,Tent,Rent/Lease,Emergency,Yes,1,1
1,1707,Irbid,Tent,Rent/Lease,Emergency,Yes,4,1
1,1707,Irbid,Tent,Rent/Lease,Emergency,Yes,6,1
1,1707,Irbid,Tent,Rent/Lease,Emergency,Yes,8,1
1,1707,Irbid,Tent,Rent/Lease,Emergency,Yes,9,1
1,1707,Irbid,Tent,Rent/Lease,Inadequate/sub-standard,No,4,1
1,1707,Irbid,Tent,Rent/Lease,Inadequate/sub-standard,No,6,1
1,1707,Irbid,Tent,Rent/Lease,Inadequate/sub-standard,No,7,1
1,1707,Irbid,Tent,Rent/Lease,Inadequate/sub-standard,Yes,6,2
1,1708,Jarash,Basement,N/A,N/A,No,1,3
1,1708,Jarash,Basement,N/A,N/A,No,2,4
1,1708,Jarash,Basement,N/A,N/A,No,3,2
1,1708,Jarash,Basement,N/A,N/A,No,4,3
1,1708,Jarash,Basement,N/A,N/A,No,5,1
1,1708,Jarash,Basement,N/A,N/A,No,6,2
1,1708,Jarash,Basement,Rent/Lease,Adequate/standard,No,4,1
1,1708,Jarash,Basement,Rent/Lease,Adequate/standard,No,5,1
1,1708,Jarash,Basement,Rent/Lease,Adequate/standard,No,6,1
1,1708,Jarash,Basement,Rent/Lease,Adequate/standard,No,8,1
1,1708,Jarash,Basement,Rent/Lease,Inadequate/sub-standard,No,3,1
1,1708,Jarash,Communal Centre,Rent/Lease,Adequate/standard,No,9,1
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,No,1,12
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,No,2,2
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,No,3,1
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,No,4,3
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,No,5,1
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,No,6,3
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,Yes,5,1
1,1708,Jarash,Flat/Apartment,Free,Adequate/standard,Yes,7,1
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,No,1,17
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,No,2,2
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,No,3,1
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,No,4,1
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,No,5,3
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,No,8,2
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,Yes,1,4
1,1708,Jarash,Flat/Apartment,Free,Inadequate/sub-standard,Yes,2,1
1,1708,Jarash,Flat/Apartment,Owned,Adequate/standard,No,2,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Above standard,No,5,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,1,45
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,2,33
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,3,43
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,4,42
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,5,36
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,6,33
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,7,22
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,8,17
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,9,6
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,10,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,No,11,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,1,4
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,2,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,3,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,4,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,5,2
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,6,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,7,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,8,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,9,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,10,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Emergency,Yes,7,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,1,54
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,2,21
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,3,38
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,4,49
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,5,52
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,6,36
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,7,26
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,8,15
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,9,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,10,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,11,1
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,1,6
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,2,7
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,3,5
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,4,7
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,5,6
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,6,8
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,7,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,8,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,9,3
1,1708,Jarash,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,11,2
1,1708,Jarash,House,Rent/Lease,Adequate/standard,No,1,1
1,1708,Jarash,House,Rent/Lease,Adequate/standard,No,5,1
1,1708,Jarash,Improvised/Self-Made,N/A,Adequate/standard,No,3,1
1,1708,Jarash,Mud-House,Rent/Lease,Adequate/standard,No,3,1
1,1708,Jarash,Mud-House,Rent/Lease,Adequate/standard,No,5,1
1,1708,Jarash,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,5,1
1,1708,Jarash,Other,Rent/Lease,Adequate/standard,Yes,1,1
1,1708,Jarash,Other,Rent/Lease,Inadequate/sub-standard,No,1,2
1,1708,Jarash,Other,Rent/Lease,Inadequate/sub-standard,No,2,2
1,1708,Jarash,Prefab,Rent/Lease,Inadequate/sub-standard,No,6,1
1,1708,Jarash,Tent,Free,Emergency,Yes,3,1
1,1708,Jarash,Tent,Free,Emergency,Yes,4,1
1,1708,Jarash,Tent,Free,Inadequate/sub-standard,No,7,1
3,1709,Maan,Basement,N/A,N/A,No,1,13
3,1709,Maan,Basement,N/A,N/A,No,2,3
3,1709,Maan,Basement,N/A,N/A,No,3,4
3,1709,Maan,Basement,N/A,N/A,No,4,5
3,1709,Maan,Basement,N/A,N/A,No,5,1
3,1709,Maan,Basement,N/A,N/A,No,6,1
3,1709,Maan,Basement,N/A,N/A,No,7,3
3,1709,Maan,Basement,N/A,N/A,Yes,3,1
3,1709,Maan,Basement,Rent/Lease,Adequate/standard,No,5,1
3,1709,Maan,Basement,Rent/Lease,Inadequate/sub-standard,No,7,1
3,1709,Maan,Communal Centre,Rent/Lease,Adequate/standard,No,1,1
3,1709,Maan,Communal Centre,Rent/Lease,Adequate/standard,No,2,1
3,1709,Maan,Flat/Apartment,N/A,Adequate/standard,Yes,1,1
3,1709,Maan,Flat/Apartment,Free,Above standard,No,1,1
3,1709,Maan,Flat/Apartment,Free,Above standard,No,3,1
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,No,1,13
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,No,2,2
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,No,3,5
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,No,4,1
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,No,5,4
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,Yes,1,4
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,Yes,2,1
3,1709,Maan,Flat/Apartment,Free,Adequate/standard,Yes,5,1
3,1709,Maan,Flat/Apartment,Free,Emergency,No,1,1
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,No,1,9
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,No,3,2
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,No,4,1
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,No,5,1
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,No,6,1
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,No,7,1
3,1709,Maan,Flat/Apartment,Free,Inadequate/sub-standard,Yes,1,1
3,1709,Maan,Flat/Apartment,Other,Adequate/standard,No,5,1
3,1709,Maan,Flat/Apartment,Rent/Lease,N/A,Yes,1,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Above standard,No,1,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Above standard,No,2,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Above standard,No,3,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Above standard,Yes,6,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,1,79
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,2,32
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,3,33
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,4,67
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,5,37
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,6,31
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,7,15
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,8,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,No,11,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,1,12
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,2,4
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,3,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,4,3
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,5,8
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,6,9
3,1709,Maan,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,7,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Emergency,No,1,4
3,1709,Maan,Flat/Apartment,Rent/Lease,Emergency,No,2,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Emergency,No,3,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Emergency,No,4,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Emergency,No,5,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Emergency,No,7,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,1,33
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,2,14
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,3,15
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,4,28
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,5,30
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,6,12
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,7,8
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,8,6
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,9,2
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,10,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,1,8
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,2,4
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,3,2
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,4,4
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,5,5
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,6,5
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,7,2
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,8,1
3,1709,Maan,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,9,1
3,1709,Maan,House,Free,Adequate/standard,No,1,1
3,1709,Maan,House,Rent/Lease,Adequate/standard,No,1,3
3,1709,Maan,House,Rent/Lease,Adequate/standard,No,2,1
3,1709,Maan,Improvised/Self-Made,Rent/Lease,Adequate/standard,No,6,1
3,1709,Maan,Improvised/Self-Made,Rent/Lease,Inadequate/sub-standard,No,6,1
3,1709,Maan,Improvised/Self-Made,Rent/Lease,Inadequate/sub-standard,No,8,1
3,1709,Maan,Mud-House,Free,Adequate/standard,No,6,1
3,1709,Maan,Mud-House,Rent/Lease,Adequate/standard,No,1,1
3,1709,Maan,Mud-House,Rent/Lease,Adequate/standard,No,3,2
3,1709,Maan,Mud-House,Rent/Lease,Adequate/standard,No,4,1
3,1709,Maan,Mud-House,Rent/Lease,Adequate/standard,No,5,1
3,1709,Maan,Mud-House,Rent/Lease,Adequate/standard,No,6,3
3,1709,Maan,Mud-House,Rent/Lease,Adequate/standard,No,8,1
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,1,5
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,2,3
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,3,2
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,4,7
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,5,3
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,6,1
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,7,1
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,8,3
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,No,9,1
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,1,2
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,4,2
3,1709,Maan,Mud-House,Rent/Lease,Inadequate/sub-standard,Yes,5,1
3,1709,Maan,No Shelter,Rent/Lease,Inadequate/sub-standard,No,1,1
3,1709,Maan,Other,Free,Inadequate/sub-standard,No,6,1
3,1709,Maan,Other,Rent/Lease,Emergency,No,7,1
3,1709,Maan,Other,Rent/Lease,Inadequate/sub-standard,No,1,2
3,1709,Maan,Other,Rent/Lease,Inadequate/sub-standard,No,5,1
3,1709,Maan,Other,Rent/Lease,Inadequate/sub-standard,No,6,1
3,1709,Maan,Other,Rent/Lease,Inadequate/sub-standard,Yes,6,1
3,1709,Maan,Prefab,Rent/Lease,Adequate/standard,No,4,1
2,1710,Madaba,Basement,N/A,N/A,No,1,5
2,1710,Madaba,Basement,N/A,N/A,No,2,3
2,1710,Madaba,Basement,N/A,N/A,No,3,3
2,1710,Madaba,Basement,N/A,N/A,No,4,5
2,1710,Madaba,Basement,N/A,N/A,No,5,1
2,1710,Madaba,Basement,N/A,N/A,No,6,1
2,1710,Madaba,Basement,N/A,N/A,No,7,1
2,1710,Madaba,Basement,N/A,N/A,No,8,1
2,1710,Madaba,Basement,N/A,Adequate/standard,No,5,1
2,1710,Madaba,Basement,Free,Inadequate/sub-standard,No,1,1
2,1710,Madaba,Basement,Free,Inadequate/sub-standard,No,5,1
2,1710,Madaba,Basement,Free,Inadequate/sub-standard,No,6,1
2,1710,Madaba,Basement,Rent/Lease,Adequate/standard,No,3,1
2,1710,Madaba,Basement,Rent/Lease,Adequate/standard,No,4,2
2,1710,Madaba,Basement,Rent/Lease,Inadequate/sub-standard,No,1,2
2,1710,Madaba,Basement,Rent/Lease,Inadequate/sub-standard,No,3,1
2,1710,Madaba,Basement,Rent/Lease,Inadequate/sub-standard,No,4,1
2,1710,Madaba,Basement,Rent/Lease,Inadequate/sub-standard,No,7,1
2,1710,Madaba,Basement,Rent/Lease,Inadequate/sub-standard,No,10,1
2,1710,Madaba,Communal Centre,Free,Adequate/standard,No,2,1
2,1710,Madaba,Communal Centre,Rent/Lease,Adequate/standard,No,1,1
2,1710,Madaba,Communal Centre,Rent/Lease,Adequate/standard,No,3,1
2,1710,Madaba,Flat/Apartment,N/A,Adequate/standard,No,4,1
2,1710,Madaba,Flat/Apartment,N/A,Inadequate/sub-standard,No,5,1
2,1710,Madaba,Flat/Apartment,Free,N/A,No,3,1
2,1710,Madaba,Flat/Apartment,Free,Adequate/standard,No,1,3
2,1710,Madaba,Flat/Apartment,Free,Adequate/standard,No,2,2
2,1710,Madaba,Flat/Apartment,Free,Adequate/standard,No,3,1
2,1710,Madaba,Flat/Apartment,Free,Adequate/standard,No,4,1
2,1710,Madaba,Flat/Apartment,Free,Adequate/standard,No,5,4
2,1710,Madaba,Flat/Apartment,Free,Adequate/standard,Yes,1,1
2,1710,Madaba,Flat/Apartment,Free,Emergency,No,3,1
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,No,1,7
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,No,2,3
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,No,4,1
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,No,6,2
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,Yes,1,2
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,Yes,2,2
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,Yes,3,1
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,Yes,4,2
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,Yes,5,2
2,1710,Madaba,Flat/Apartment,Free,Inadequate/sub-standard,Yes,13,1
2,1710,Madaba,Flat/Apartment,Owned,Adequate/standard,No,1,1
2,1710,Madaba,Flat/Apartment,Owned,Adequate/standard,No,3,1
2,1710,Madaba,Flat/Apartment,Owned,Adequate/standard,No,4,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,N/A,No,4,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,N/A,No,7,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Above standard,No,1,2
2,1710,Madaba,Flat/Apartment,Rent/Lease,Above standard,No,4,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Above standard,No,5,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,1,66
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,2,38
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,3,51
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,4,69
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,5,47
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,6,36
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,7,25
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,8,5
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,9,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,No,10,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,1,3
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,3,4
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,4,3
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,5,6
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,6,3
2,1710,Madaba,Flat/Apartment,Rent/Lease,Adequate/standard,Yes,7,2
2,1710,Madaba,Flat/Apartment,Rent/Lease,Emergency,No,1,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Emergency,No,4,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Emergency,Yes,2,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,1,44
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,2,23
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,3,29
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,4,35
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,5,43
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,6,29
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,7,10
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,8,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,9,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,10,2
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,No,12,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,1,6
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,2,2
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,3,1
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,4,7
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,6,7
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,7,2
2,1710,Madaba,Flat/Apartment,Rent/Lease,Inadequate/sub-standard,Yes,10,1
